Customer_ID,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend,Recommendation_Index
38,0.5555555555555556,Good service,0.1111111111111111,0.4222222222222222
39,0.0,Good service,0.6666666666666665,0.19999999999999996
40,0.5555555555555556,Excellent,1.0,0.6888888888888889
41,0.2222222222222222,Excellent,1.0,0.4555555555555555
42,0.8888888888888888,Unsatisfactory,0.2222222222222222,0.6888888888888888
43,0.3333333333333333,Good service,0.0,0.2333333333333333
44,0.6666666666666665,Excellent,0.8888888888888888,0.7333333333333332
45,0.3333333333333333,Needs improvement,0.2222222222222222,0.3
46,0.5555555555555556,Good service,0.0,0.3888888888888889
47,0.6666666666666665,Unsatisfactory,0.5555555555555556,0.6333333333333332
48,0.1111111111111111,Very satisfied,0.3333333333333333,0.17777777777777776
49,1.0,Very satisfied,0.0,0.7
50,0.5555555555555556,Unsatisfactory,0.3333333333333333,0.4888888888888889
51,0.7777777777777777,Needs improvement,0.7777777777777777,0.7777777777777776
52,0.5555555555555556,Good service,0.6666666666666665,0.5888888888888888
53,0.5555555555555556,Needs improvement,0.0,0.3888888888888889
54,0.3333333333333333,Excellent,1.0,0.5333333333333333
55,0.0,Needs improvement,0.8888888888888888,0.26666666666666666
56,0.6666666666666665,Good service,0.5555555555555556,0.6333333333333332
57,0.7777777777777777,Very satisfied,0.1111111111111111,0.5777777777777776
58,1.0,Good service,0.2222222222222222,0.7666666666666666
59,0.1111111111111111,Excellent,0.6666666666666665,0.27777777777777773
60,1.0,Good service,0.2222222222222222,0.7666666666666666
61,0.4444444444444445,Good service,0.2222222222222222,0.37777777777777777
62,0.7777777777777777,Good service,0.4444444444444445,0.6777777777777776
63,0.7777777777777777,Unsatisfactory,0.2222222222222222,0.6111111111111109
64,0.4444444444444445,Needs improvement,0.2222222222222222,0.37777777777777777
65,0.7777777777777777,Needs improvement,0.4444444444444445,0.6777777777777776
66,0.5555555555555556,Good service,0.4444444444444445,0.5222222222222223
67,0.4444444444444445,Very satisfied,0.8888888888888888,0.5777777777777777
68,0.3333333333333333,Excellent,0.0,0.2333333333333333
69,0.4444444444444445,Excellent,0.0,0.3111111111111111
70,0.3333333333333333,Excellent,0.8888888888888888,0.5
71,0.0,Excellent,0.4444444444444445,0.13333333333333333
72,0.2222222222222222,Unsatisfactory,0.3333333333333333,0.25555555555555554
73,0.7777777777777777,Needs improvement,0.1111111111111111,0.5777777777777776
74,0.6666666666666665,Unsatisfactory,0.8888888888888888,0.7333333333333332
75,0.6666666666666665,Needs improvement,0.5555555555555556,0.6333333333333332
76,0.2222222222222222,Very satisfied,0.8888888888888888,0.42222222222222217
77,0.8888888888888888,Good service,0.4444444444444445,0.7555555555555554
78,0.5555555555555556,Excellent,0.3333333333333333,0.4888888888888889
79,0.7777777777777777,Good service,0.6666666666666665,0.7444444444444442
80,0.7777777777777777,Unsatisfactory,0.4444444444444445,0.6777777777777776
81,0.2222222222222222,Very satisfied,0.7777777777777777,0.38888888888888884
82,0.3333333333333333,Good service,0.7777777777777777,0.46666666666666656
83,0.5555555555555556,Good service,0.1111111111111111,0.4222222222222222
84,0.1111111111111111,Very satisfied,0.4444444444444445,0.21111111111111108
85,0.6666666666666665,Very satisfied,1.0,0.7666666666666665
86,0.1111111111111111,Very satisfied,0.7777777777777777,0.31111111111111106
87,0.4444444444444445,Unsatisfactory,0.2222222222222222,0.37777777777777777
88,0.3333333333333333,Very satisfied,0.6666666666666665,0.43333333333333324
89,0.8888888888888888,Good service,0.2222222222222222,0.6888888888888888
90,0.1111111111111111,Very satisfied,0.5555555555555556,0.2444444444444444
91,0.6666666666666665,Needs improvement,0.1111111111111111,0.49999999999999983
92,0.6666666666666665,Needs improvement,0.5555555555555556,0.6333333333333332
93,0.6666666666666665,Needs improvement,0.5555555555555556,0.6333333333333332
94,0.0,Good service,0.7777777777777777,0.23333333333333328
95,0.7777777777777777,Good service,0.4444444444444445,0.6777777777777776
96,0.1111111111111111,Unsatisfactory,0.0,0.07777777777777777
97,0.4444444444444445,Unsatisfactory,0.7777777777777777,0.5444444444444444
98,0.1111111111111111,Very satisfied,0.8888888888888888,0.34444444444444444
99,0.4444444444444445,Good service,0.0,0.3111111111111111
100,0.6666666666666665,Good service,0.4444444444444445,0.5999999999999999
101,0.5555555555555556,Very satisfied,0.5555555555555556,0.5555555555555556
102,0.4444444444444445,Unsatisfactory,0.3333333333333333,0.4111111111111111
103,0.3333333333333333,Needs improvement,0.1111111111111111,0.26666666666666666
104,0.7777777777777777,Good service,0.4444444444444445,0.6777777777777776
105,0.7777777777777777,Good service,0.3333333333333333,0.6444444444444443
106,0.0,Excellent,0.6666666666666665,0.19999999999999996
107,1.0,Unsatisfactory,0.5555555555555556,0.8666666666666666
108,0.1111111111111111,Unsatisfactory,0.2222222222222222,0.14444444444444443
109,0.2222222222222222,Good service,0.8888888888888888,0.42222222222222217
110,0.0,Needs improvement,0.3333333333333333,0.09999999999999999
111,0.5555555555555556,Good service,0.4444444444444445,0.5222222222222223
112,1.0,Very satisfied,0.2222222222222222,0.7666666666666666
113,0.7777777777777777,Good service,0.7777777777777777,0.7777777777777776
114,0.3333333333333333,Needs improvement,0.6666666666666665,0.43333333333333324
115,0.6666666666666665,Good service,0.6666666666666665,0.6666666666666665
116,0.6666666666666665,Unsatisfactory,0.7777777777777777,0.6999999999999997
117,0.4444444444444445,Very satisfied,0.6666666666666665,0.5111111111111111
118,0.5555555555555556,Good service,0.2222222222222222,0.45555555555555555
119,1.0,Very satisfied,0.2222222222222222,0.7666666666666666
120,0.3333333333333333,Good service,0.1111111111111111,0.26666666666666666
121,0.6666666666666665,Very satisfied,0.0,0.4666666666666665
122,0.4444444444444445,Good service,0.4444444444444445,0.4444444444444444
123,0.1111111111111111,Good service,0.3333333333333333,0.17777777777777776
124,0.7777777777777777,Good service,0.1111111111111111,0.5777777777777776
125,0.1111111111111111,Needs improvement,0.0,0.07777777777777777
126,0.7777777777777777,Good service,0.2222222222222222,0.6111111111111109
127,0.1111111111111111,Needs improvement,0.5555555555555556,0.2444444444444444
128,0.4444444444444445,Needs improvement,0.1111111111111111,0.34444444444444444
129,0.3333333333333333,Good service,1.0,0.5333333333333333
130,0.0,Unsatisfactory,0.6666666666666665,0.19999999999999996
131,0.7777777777777777,Needs improvement,0.6666666666666665,0.7444444444444442
132,1.0,Good service,0.2222222222222222,0.7666666666666666
133,0.2222222222222222,Excellent,0.0,0.15555555555555553
134,0.3333333333333333,Unsatisfactory,0.8888888888888888,0.5
135,0.3333333333333333,Excellent,0.4444444444444445,0.36666666666666664
136,0.4444444444444445,Needs improvement,0.1111111111111111,0.34444444444444444
137,0.2222222222222222,Good service,0.7777777777777777,0.38888888888888884
138,0.8888888888888888,Good service,1.0,0.922222222222222
139,0.3333333333333333,Needs improvement,1.0,0.5333333333333333
140,1.0,Excellent,0.3333333333333333,0.7999999999999999
141,0.3333333333333333,Needs improvement,1.0,0.5333333333333333
142,0.5555555555555556,Unsatisfactory,0.6666666666666665,0.5888888888888888
143,0.7777777777777777,Good service,0.4444444444444445,0.6777777777777776
144,0.6666666666666665,Good service,0.2222222222222222,0.5333333333333332
145,0.3333333333333333,Excellent,1.0,0.5333333333333333
146,0.3333333333333333,Unsatisfactory,0.7777777777777777,0.46666666666666656
147,0.4444444444444445,Excellent,0.1111111111111111,0.34444444444444444
148,1.0,Unsatisfactory,0.0,0.7
149,0.4444444444444445,Good service,0.4444444444444445,0.4444444444444444
150,0.0,Needs improvement,0.3333333333333333,0.09999999999999999
151,0.7777777777777777,Excellent,1.0,0.8444444444444443
152,1.0,Needs improvement,0.6666666666666665,0.8999999999999999
153,0.4444444444444445,Good service,0.8888888888888888,0.5777777777777777
154,0.2222222222222222,Good service,0.5555555555555556,0.3222222222222222
155,0.2222222222222222,Needs improvement,0.0,0.15555555555555553
156,0.3333333333333333,Very satisfied,0.7777777777777777,0.46666666666666656
157,0.6666666666666665,Unsatisfactory,0.1111111111111111,0.49999999999999983
158,0.4444444444444445,Very satisfied,0.3333333333333333,0.4111111111111111
159,0.0,Good service,0.2222222222222222,0.06666666666666667
160,0.4444444444444445,Unsatisfactory,0.5555555555555556,0.47777777777777775
161,0.4444444444444445,Good service,0.1111111111111111,0.34444444444444444
162,0.5555555555555556,Unsatisfactory,0.4444444444444445,0.5222222222222223
163,0.6666666666666665,Good service,0.8888888888888888,0.7333333333333332
164,0.4444444444444445,Excellent,0.2222222222222222,0.37777777777777777
165,0.1111111111111111,Good service,0.1111111111111111,0.1111111111111111
166,0.1111111111111111,Very satisfied,0.1111111111111111,0.1111111111111111
167,0.3333333333333333,Unsatisfactory,0.8888888888888888,0.5
168,0.0,Unsatisfactory,0.5555555555555556,0.16666666666666666
169,0.6666666666666665,Good service,0.1111111111111111,0.49999999999999983
170,0.0,Excellent,0.2222222222222222,0.06666666666666667
171,0.2222222222222222,Needs improvement,0.0,0.15555555555555553
172,1.0,Excellent,0.1111111111111111,0.7333333333333333
173,0.6666666666666665,Needs improvement,0.1111111111111111,0.49999999999999983
174,0.5555555555555556,Good service,0.1111111111111111,0.4222222222222222
175,0.6666666666666665,Good service,0.6666666666666665,0.6666666666666665
176,0.4444444444444445,Good service,0.2222222222222222,0.37777777777777777
177,0.7777777777777777,Needs improvement,0.3333333333333333,0.6444444444444443
178,0.5555555555555556,Good service,0.1111111111111111,0.4222222222222222
179,0.3333333333333333,Very satisfied,0.4444444444444445,0.36666666666666664
180,0.0,Good service,0.8888888888888888,0.26666666666666666
181,0.1111111111111111,Good service,0.8888888888888888,0.34444444444444444
182,0.5555555555555556,Unsatisfactory,0.6666666666666665,0.5888888888888888
183,0.3333333333333333,Needs improvement,0.7777777777777777,0.46666666666666656
184,0.2222222222222222,Unsatisfactory,0.4444444444444445,0.28888888888888886
185,0.6666666666666665,Excellent,0.4444444444444445,0.5999999999999999
186,0.6666666666666665,Needs improvement,0.2222222222222222,0.5333333333333332
187,0.1111111111111111,Excellent,0.5555555555555556,0.2444444444444444
188,0.7777777777777777,Good service,0.0,0.5444444444444443
189,0.0,Very satisfied,0.2222222222222222,0.06666666666666667
190,1.0,Good service,0.1111111111111111,0.7333333333333333
191,0.6666666666666665,Good service,0.6666666666666665,0.6666666666666665
192,1.0,Unsatisfactory,0.8888888888888888,0.9666666666666666
193,0.0,Needs improvement,0.3333333333333333,0.09999999999999999
194,0.2222222222222222,Good service,0.6666666666666665,0.3555555555555555
195,0.2222222222222222,Unsatisfactory,0.7777777777777777,0.38888888888888884
196,1.0,Needs improvement,1.0,1.0
197,0.1111111111111111,Very satisfied,0.1111111111111111,0.1111111111111111
198,1.0,Needs improvement,0.6666666666666665,0.8999999999999999
199,0.4444444444444445,Excellent,0.2222222222222222,0.37777777777777777
200,0.3333333333333333,Unsatisfactory,0.7777777777777777,0.46666666666666656
201,0.5555555555555556,Needs improvement,0.5555555555555556,0.5555555555555556
202,0.1111111111111111,Good service,0.2222222222222222,0.14444444444444443
203,0.3333333333333333,Very satisfied,0.7777777777777777,0.46666666666666656
204,0.6666666666666665,Good service,0.2222222222222222,0.5333333333333332
205,0.0,Unsatisfactory,0.8888888888888888,0.26666666666666666
206,0.2222222222222222,Good service,0.2222222222222222,0.2222222222222222
207,0.0,Good service,0.0,0.0
208,0.1111111111111111,Excellent,0.1111111111111111,0.1111111111111111
209,0.8888888888888888,Unsatisfactory,0.3333333333333333,0.7222222222222221
210,1.0,Needs improvement,0.1111111111111111,0.7333333333333333
211,0.4444444444444445,Very satisfied,0.3333333333333333,0.4111111111111111
212,0.3333333333333333,Very satisfied,0.3333333333333333,0.3333333333333333
213,0.3333333333333333,Very satisfied,0.3333333333333333,0.3333333333333333
214,0.7777777777777777,Needs improvement,0.0,0.5444444444444443
215,0.2222222222222222,Very satisfied,0.8888888888888888,0.42222222222222217
216,0.3333333333333333,Unsatisfactory,1.0,0.5333333333333333
217,0.1111111111111111,Excellent,0.6666666666666665,0.27777777777777773
218,0.5555555555555556,Good service,0.1111111111111111,0.4222222222222222
219,0.8888888888888888,Good service,0.2222222222222222,0.6888888888888888
220,0.3333333333333333,Unsatisfactory,0.7777777777777777,0.46666666666666656
221,0.5555555555555556,Excellent,0.6666666666666665,0.5888888888888888
222,0.3333333333333333,Unsatisfactory,0.3333333333333333,0.3333333333333333
223,0.1111111111111111,Very satisfied,0.3333333333333333,0.17777777777777776
224,0.5555555555555556,Very satisfied,0.8888888888888888,0.6555555555555556
225,0.6666666666666665,Unsatisfactory,0.4444444444444445,0.5999999999999999
226,0.3333333333333333,Needs improvement,0.4444444444444445,0.36666666666666664
227,0.5555555555555556,Very satisfied,0.6666666666666665,0.5888888888888888
228,0.7777777777777777,Needs improvement,0.0,0.5444444444444443
229,0.2222222222222222,Unsatisfactory,0.2222222222222222,0.2222222222222222
230,0.1111111111111111,Good service,0.1111111111111111,0.1111111111111111
231,0.4444444444444445,Unsatisfactory,1.0,0.6111111111111112
232,0.1111111111111111,Very satisfied,0.5555555555555556,0.2444444444444444
233,1.0,Unsatisfactory,0.5555555555555556,0.8666666666666666
234,0.4444444444444445,Needs improvement,1.0,0.6111111111111112
235,1.0,Good service,0.0,0.7
236,0.5555555555555556,Unsatisfactory,0.5555555555555556,0.5555555555555556
237,0.7777777777777777,Unsatisfactory,1.0,0.8444444444444443
238,0.5555555555555556,Excellent,0.1111111111111111,0.4222222222222222
239,0.3333333333333333,Good service,0.3333333333333333,0.3333333333333333
240,0.2222222222222222,Needs improvement,0.5555555555555556,0.3222222222222222
241,0.1111111111111111,Needs improvement,0.2222222222222222,0.14444444444444443
242,0.0,Needs improvement,0.2222222222222222,0.06666666666666667
243,0.1111111111111111,Unsatisfactory,0.2222222222222222,0.14444444444444443
244,0.1111111111111111,Very satisfied,0.3333333333333333,0.17777777777777776
245,0.4444444444444445,Good service,0.8888888888888888,0.5777777777777777
246,0.8888888888888888,Needs improvement,0.3333333333333333,0.7222222222222221
247,0.0,Very satisfied,0.3333333333333333,0.09999999999999999
248,0.3333333333333333,Excellent,0.3333333333333333,0.3333333333333333
249,1.0,Needs improvement,0.6666666666666665,0.8999999999999999
250,0.6666666666666665,Good service,0.4444444444444445,0.5999999999999999
251,1.0,Unsatisfactory,0.1111111111111111,0.7333333333333333
252,0.2222222222222222,Good service,0.6666666666666665,0.3555555555555555
253,0.7777777777777777,Needs improvement,0.2222222222222222,0.6111111111111109
254,0.2222222222222222,Very satisfied,0.0,0.15555555555555553
255,0.7777777777777777,Good service,0.8888888888888888,0.8111111111111109
256,0.1111111111111111,Very satisfied,0.4444444444444445,0.21111111111111108
257,0.4444444444444445,Needs improvement,1.0,0.6111111111111112
258,0.3333333333333333,Good service,0.0,0.2333333333333333
259,0.8888888888888888,Good service,0.0,0.6222222222222221
260,0.2222222222222222,Good service,0.0,0.15555555555555553
261,0.4444444444444445,Good service,0.8888888888888888,0.5777777777777777
262,1.0,Excellent,0.7777777777777777,0.9333333333333332
263,0.8888888888888888,Very satisfied,0.5555555555555556,0.7888888888888888
264,0.5555555555555556,Unsatisfactory,1.0,0.6888888888888889
265,0.1111111111111111,Needs improvement,0.5555555555555556,0.2444444444444444
266,0.0,Needs improvement,0.5555555555555556,0.16666666666666666
267,0.0,Good service,0.3333333333333333,0.09999999999999999
268,0.6666666666666665,Excellent,0.4444444444444445,0.5999999999999999
269,0.1111111111111111,Good service,1.0,0.37777777777777777
270,0.6666666666666665,Needs improvement,0.2222222222222222,0.5333333333333332
271,0.0,Excellent,0.2222222222222222,0.06666666666666667
272,0.3333333333333333,Unsatisfactory,1.0,0.5333333333333333
273,1.0,Needs improvement,0.6666666666666665,0.8999999999999999
274,0.3333333333333333,Excellent,0.4444444444444445,0.36666666666666664
275,0.4444444444444445,Unsatisfactory,0.7777777777777777,0.5444444444444444
276,1.0,Good service,0.4444444444444445,0.8333333333333333
277,0.0,Good service,0.3333333333333333,0.09999999999999999
278,0.6666666666666665,Good service,0.2222222222222222,0.5333333333333332
279,0.1111111111111111,Good service,0.1111111111111111,0.1111111111111111
280,0.1111111111111111,Unsatisfactory,0.2222222222222222,0.14444444444444443
281,0.7777777777777777,Needs improvement,0.6666666666666665,0.7444444444444442
282,0.8888888888888888,Very satisfied,0.7777777777777777,0.8555555555555554
283,0.5555555555555556,Unsatisfactory,0.4444444444444445,0.5222222222222223
284,0.0,Good service,0.0,0.0
285,0.0,Excellent,0.2222222222222222,0.06666666666666667
286,0.6666666666666665,Excellent,0.3333333333333333,0.5666666666666665
287,0.7777777777777777,Excellent,1.0,0.8444444444444443
288,0.2222222222222222,Unsatisfactory,0.3333333333333333,0.25555555555555554
289,0.8888888888888888,Good service,0.0,0.6222222222222221
290,0.3333333333333333,Needs improvement,1.0,0.5333333333333333
291,0.3333333333333333,Good service,0.8888888888888888,0.5
292,0.2222222222222222,Good service,1.0,0.4555555555555555
293,0.7777777777777777,Needs improvement,0.3333333333333333,0.6444444444444443
294,0.8888888888888888,Very satisfied,0.1111111111111111,0.6555555555555554
295,0.0,Excellent,0.8888888888888888,0.26666666666666666
296,0.1111111111111111,Excellent,0.3333333333333333,0.17777777777777776
297,0.0,Good service,0.3333333333333333,0.09999999999999999
298,0.3333333333333333,Needs improvement,0.5555555555555556,0.39999999999999997
299,1.0,Good service,0.7777777777777777,0.9333333333333332
300,0.6666666666666665,Unsatisfactory,0.4444444444444445,0.5999999999999999
301,0.6666666666666665,Needs improvement,0.7777777777777777,0.6999999999999997
302,0.5555555555555556,Good service,0.0,0.3888888888888889
303,0.4444444444444445,Good service,0.3333333333333333,0.4111111111111111
304,0.3333333333333333,Good service,0.0,0.2333333333333333
305,0.7777777777777777,Excellent,0.2222222222222222,0.6111111111111109
306,0.6666666666666665,Very satisfied,0.6666666666666665,0.6666666666666665
307,1.0,Very satisfied,0.0,0.7
308,0.0,Unsatisfactory,0.4444444444444445,0.13333333333333333
309,0.5555555555555556,Unsatisfactory,0.0,0.3888888888888889
310,0.1111111111111111,Unsatisfactory,0.5555555555555556,0.2444444444444444
311,0.3333333333333333,Needs improvement,0.8888888888888888,0.5
312,0.4444444444444445,Needs improvement,0.2222222222222222,0.37777777777777777
313,0.7777777777777777,Needs improvement,0.5555555555555556,0.7111111111111109
314,0.5555555555555556,Very satisfied,0.3333333333333333,0.4888888888888889
315,0.1111111111111111,Needs improvement,0.5555555555555556,0.2444444444444444
316,0.4444444444444445,Very satisfied,0.1111111111111111,0.34444444444444444
317,0.4444444444444445,Good service,0.3333333333333333,0.4111111111111111
318,0.5555555555555556,Excellent,0.6666666666666665,0.5888888888888888
319,0.0,Good service,0.5555555555555556,0.16666666666666666
320,0.7777777777777777,Excellent,0.8888888888888888,0.8111111111111109
321,0.2222222222222222,Good service,0.6666666666666665,0.3555555555555555
322,0.4444444444444445,Good service,0.0,0.3111111111111111
323,0.6666666666666665,Needs improvement,0.5555555555555556,0.6333333333333332
324,0.2222222222222222,Unsatisfactory,0.2222222222222222,0.2222222222222222
325,1.0,Needs improvement,0.7777777777777777,0.9333333333333332
326,0.5555555555555556,Unsatisfactory,0.0,0.3888888888888889
327,0.4444444444444445,Very satisfied,1.0,0.6111111111111112
328,0.6666666666666665,Excellent,0.1111111111111111,0.49999999999999983
329,1.0,Very satisfied,0.2222222222222222,0.7666666666666666
330,0.2222222222222222,Unsatisfactory,0.2222222222222222,0.2222222222222222
331,0.1111111111111111,Good service,0.6666666666666665,0.27777777777777773
332,0.3333333333333333,Unsatisfactory,0.7777777777777777,0.46666666666666656
333,0.2222222222222222,Needs improvement,0.8888888888888888,0.42222222222222217
334,0.3333333333333333,Very satisfied,0.6666666666666665,0.43333333333333324
335,0.6666666666666665,Excellent,0.7777777777777777,0.6999999999999997
336,0.4444444444444445,Good service,0.5555555555555556,0.47777777777777775
337,0.3333333333333333,Good service,0.1111111111111111,0.26666666666666666
338,0.5555555555555556,Unsatisfactory,0.0,0.3888888888888889
339,0.6666666666666665,Very satisfied,0.2222222222222222,0.5333333333333332
340,0.4444444444444445,Good service,0.8888888888888888,0.5777777777777777
341,0.6666666666666665,Needs improvement,0.6666666666666665,0.6666666666666665
342,0.2222222222222222,Unsatisfactory,0.1111111111111111,0.18888888888888886
343,0.6666666666666665,Very satisfied,0.0,0.4666666666666665
344,0.2222222222222222,Needs improvement,0.1111111111111111,0.18888888888888886
345,0.5555555555555556,Unsatisfactory,0.2222222222222222,0.45555555555555555
346,0.7777777777777777,Unsatisfactory,0.5555555555555556,0.7111111111111109
347,0.5555555555555556,Excellent,0.8888888888888888,0.6555555555555556
348,0.5555555555555556,Unsatisfactory,0.7777777777777777,0.6222222222222222
349,0.2222222222222222,Needs improvement,1.0,0.4555555555555555
350,0.4444444444444445,Good service,0.8888888888888888,0.5777777777777777
351,0.8888888888888888,Very satisfied,0.7777777777777777,0.8555555555555554
352,0.7777777777777777,Unsatisfactory,0.6666666666666665,0.7444444444444442
353,0.5555555555555556,Excellent,0.5555555555555556,0.5555555555555556
354,0.8888888888888888,Unsatisfactory,0.7777777777777777,0.8555555555555554
355,0.1111111111111111,Very satisfied,0.5555555555555556,0.2444444444444444
356,0.8888888888888888,Good service,0.1111111111111111,0.6555555555555554
357,1.0,Needs improvement,0.8888888888888888,0.9666666666666666
358,1.0,Needs improvement,0.8888888888888888,0.9666666666666666
359,0.5555555555555556,Unsatisfactory,0.2222222222222222,0.45555555555555555
360,0.8888888888888888,Needs improvement,0.8888888888888888,0.8888888888888888
361,0.3333333333333333,Good service,0.1111111111111111,0.26666666666666666
362,0.4444444444444445,Excellent,0.2222222222222222,0.37777777777777777
363,0.1111111111111111,Needs improvement,0.5555555555555556,0.2444444444444444
364,0.2222222222222222,Good service,0.3333333333333333,0.25555555555555554
365,0.0,Good service,0.7777777777777777,0.23333333333333328
366,0.3333333333333333,Excellent,0.0,0.2333333333333333
367,0.1111111111111111,Unsatisfactory,0.5555555555555556,0.2444444444444444
368,0.1111111111111111,Good service,0.1111111111111111,0.1111111111111111
369,0.0,Very satisfied,0.5555555555555556,0.16666666666666666
370,1.0,Very satisfied,0.0,0.7
371,0.1111111111111111,Good service,0.1111111111111111,0.1111111111111111
372,0.3333333333333333,Needs improvement,0.8888888888888888,0.5
373,0.5555555555555556,Needs improvement,0.5555555555555556,0.5555555555555556
374,0.6666666666666665,Needs improvement,0.7777777777777777,0.6999999999999997
375,0.6666666666666665,Unsatisfactory,0.6666666666666665,0.6666666666666665
376,0.6666666666666665,Very satisfied,0.8888888888888888,0.7333333333333332
377,0.3333333333333333,Very satisfied,0.8888888888888888,0.5
378,0.4444444444444445,Good service,0.3333333333333333,0.4111111111111111
379,0.2222222222222222,Very satisfied,0.6666666666666665,0.3555555555555555
380,0.0,Very satisfied,0.4444444444444445,0.13333333333333333
381,0.5555555555555556,Needs improvement,0.6666666666666665,0.5888888888888888
382,1.0,Unsatisfactory,0.3333333333333333,0.7999999999999999
383,0.6666666666666665,Unsatisfactory,1.0,0.7666666666666665
384,0.8888888888888888,Unsatisfactory,0.0,0.6222222222222221
385,1.0,Needs improvement,0.3333333333333333,0.7999999999999999
386,0.3333333333333333,Unsatisfactory,1.0,0.5333333333333333
387,0.4444444444444445,Good service,0.2222222222222222,0.37777777777777777
388,0.4444444444444445,Excellent,0.8888888888888888,0.5777777777777777
389,0.6666666666666665,Very satisfied,0.4444444444444445,0.5999999999999999
390,0.8888888888888888,Good service,0.3333333333333333,0.7222222222222221
391,0.7777777777777777,Good service,0.7777777777777777,0.7777777777777776
392,0.6666666666666665,Excellent,0.4444444444444445,0.5999999999999999
393,0.0,Excellent,0.2222222222222222,0.06666666666666667
394,1.0,Unsatisfactory,0.1111111111111111,0.7333333333333333
395,0.5555555555555556,Needs improvement,0.7777777777777777,0.6222222222222222
396,1.0,Needs improvement,0.1111111111111111,0.7333333333333333
397,0.8888888888888888,Excellent,0.7777777777777777,0.8555555555555554
398,0.6666666666666665,Needs improvement,0.4444444444444445,0.5999999999999999
399,0.0,Excellent,0.7777777777777777,0.23333333333333328
400,0.8888888888888888,Good service,0.4444444444444445,0.7555555555555554
401,0.2222222222222222,Good service,0.0,0.15555555555555553
402,0.8888888888888888,Unsatisfactory,0.1111111111111111,0.6555555555555554
403,0.3333333333333333,Very satisfied,0.5555555555555556,0.39999999999999997
404,0.8888888888888888,Excellent,0.2222222222222222,0.6888888888888888
405,0.7777777777777777,Needs improvement,0.7777777777777777,0.7777777777777776
406,0.6666666666666665,Excellent,0.4444444444444445,0.5999999999999999
407,0.3333333333333333,Good service,0.2222222222222222,0.3
408,0.8888888888888888,Unsatisfactory,1.0,0.922222222222222
409,0.3333333333333333,Good service,0.6666666666666665,0.43333333333333324
410,0.0,Needs improvement,0.7777777777777777,0.23333333333333328
411,0.5555555555555556,Needs improvement,0.3333333333333333,0.4888888888888889
412,0.3333333333333333,Excellent,0.8888888888888888,0.5
413,1.0,Needs improvement,0.5555555555555556,0.8666666666666666
414,0.2222222222222222,Good service,0.0,0.15555555555555553
415,0.4444444444444445,Excellent,0.4444444444444445,0.4444444444444444
416,0.2222222222222222,Good service,0.4444444444444445,0.28888888888888886
417,0.8888888888888888,Good service,0.6666666666666665,0.8222222222222221
418,0.5555555555555556,Very satisfied,0.6666666666666665,0.5888888888888888
